domain,registrar,creation_date,expiration_date,status,name_servers
0.org,"Name.com, Inc.",754722000,1891443216,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
1.org,"Name.com, Inc.",754722000,1891443342,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
2.org,"Name.com, Inc.",754722000,1891442641,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
3.org,"Name.com, Inc.",754722000,1891443238,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
4.org,"Name.com, Inc.",754722000,1891443495,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
5.org,"Name.com, Inc.",754722000,1891442654,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
6.org,"Name.com, Inc.",754722000,1891442781,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
7.org,"eNom, Inc.",754722000,1765212202,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns3.name-services.com"", ""dns5.name-services.com"", ""dns1.name-services.com"", ""dns2.name-services.com"", ""dns4.name-services.com""}"
8.org,"eNom, Inc.",754722000,1607445630,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns2.name-services.com"", ""dns1.name-services.com"", ""dns5.name-services.com"", ""dns3.name-services.com"", ""dns4.name-services.com""}"
9.org,"Name.com, Inc.",754722000,1891443035,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns2.sedoparking.com"", ""ns1.sedoparking.com""}"
a.org,"GoDaddy.com, LLC",754722000,1891443431,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""pdns10.domaincontrol.com"", ""pdns09.domaincontrol.com""}"
d.org,Public Interest Registry,754722000,1607447163,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
e.org,Mesh Digital Limited,754722000,1765212005,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns2.domainmonster.com"", ""ns3.domainmonster.com"", ""ns1.domainmonster.com""}"
f.org,"GoDaddy.com, LLC",754722000,1891442949,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""pdns10.domaincontrol.com"", ""pdns09.domaincontrol.com""}"
g.org,"GoDaddy.com, LLC",754722000,1891442982,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""pdns10.domaincontrol.com"", ""pdns09.domaincontrol.com""}"
h.org,Public Interest Registry,754722000,1607446796,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
i.org,"RegistrarSafe, LLC",754722000,1828284892,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""a.ns.facebook.com"", ""b.ns.facebook.com""}"
j.org,Public Interest Registry,754722000,1607446038,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
k.org,Public Interest Registry,754722000,1607446502,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
m.org,"GoDaddy.com, LLC",754722000,1607446944,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns49.domaincontrol.com"", ""ns50.domaincontrol.com""}"
n.org,Public Interest Registry,754722000,1607446006,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
o.org,Public Interest Registry,754722000,1607446464,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
p.org,Public Interest Registry,754722000,1607447088,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
q.org,"eNom, Inc.",754722000,1828285545,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""arnold.ns.cloudflare.com"", ""melinda.ns.cloudflare.com""}"
r.org,"eNom, Inc.",754722000,1607446897,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns3.name-services.com"", ""dns5.name-services.com"", ""dns1.name-services.com"", ""dns2.name-services.com"", ""dns4.name-services.com""}"
s.org,Public Interest Registry,754722000,1607446453,inactive https://icann.org/epp#inactive,"{""dnssec:""}"
t.org,"eNom, Inc.",754722000,1607446141,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns3.name-services.com"", ""dns5.name-services.com"", ""dns1.name-services.com"", ""dns2.name-services.com"", ""dns4.name-services.com""}"
u.org,"eNom, Inc.",754722000,1607447038,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns4.p10.dynect.net"", ""ns1.p10.dynect.net"", ""ns3.p10.dynect.net"", ""ns2.p10.dynect.net""}"
v.org,"GoDaddy.com, LLC",754722000,1733676590,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""liz.ns.cloudflare.com"", ""derek.ns.cloudflare.com""}"
w.org,MarkMonitor Inc.,754722000,1638981617,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns4.wordpress.org"", ""ns2.wordpress.org"", ""ns1.wordpress.org"", ""ns3.wordpress.org""}"
x.org,"Network Solutions, LLC",853563600,1737262800,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns3.x.org"", ""ns1.x.org"", ""ns2.x.org""}"
y.org,"CSC Corporate Domains, Inc.",754722000,1607445880,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns1.cscdns.net"", ""dns2.cscdns.net""}"
z.org,"eNom, Inc.",754722000,1607447115,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns3.name-services.com"", ""dns5.name-services.com"", ""dns1.name-services.com"", ""dns2.name-services.com"", ""dns4.name-services.com""}"
